# EXFOR entry:   10135
# SUBENT:        10135005
# TITLE:         Elastic scattering of 36.0- and 46.3-MeV neutrons from deuterium
# AUTHORS:       (J.L.Romero,J.A.Jungerman,F.P.Brady,W.J.Knox, Y.Ishizaki)
# REFERENCE:     (J,PR/C,2,2134,1970) #doi:10.1103/PhysRevC.2.2134 (T,ROMERO,1970)
# REACTION:      (1-H-2(N,EL)1-H-2,,DA)
# COMMON:
#   EN=46.3  [MEV]
#   MONIT=184.1  [MB]
#   MONIT-ERR=1.8  [MB]
#   =nan  []
# DATA columns: ANG-CM[ADEG]	DATA-CM[MB/SR]	DATA-ERR[MB/SR]	[]	[]	[]
1.520000e+01	7.070000e+01	5.800000e+00	NaN	NaN
2.770000e+01	5.220000e+01	4.200000e+00	NaN	NaN
3.020000e+01	4.190000e+01	3.500000e+00	NaN	NaN
3.760000e+01	3.200000e+01	2.800000e+00	NaN	NaN
4.490000e+01	2.340000e+01	1.800000e+00	NaN	NaN
5.220000e+01	1.540000e+01	1.300000e+00	NaN	NaN
5.930000e+01	1.450000e+01	1.100000e+00	NaN	NaN
6.630000e+01	9.300000e+00	9.000000e-01	NaN	NaN
7.310000e+01	6.400000e+00	5.000000e-01	NaN	NaN
7.980000e+01	5.000000e+00	5.000000e-01	NaN	NaN
8.630000e+01	3.800000e+00	4.000000e-01	NaN	NaN
9.870000e+01	2.300000e+00	3.000000e-01	NaN	NaN
