# EXFOR entry:   10135
# SUBENT:        10135004
# TITLE:         Elastic scattering of 36.0- and 46.3-MeV neutrons from deuterium
# AUTHORS:       (J.L.Romero,J.A.Jungerman,F.P.Brady,W.J.Knox, Y.Ishizaki)
# REFERENCE:     (J,PR/C,2,2134,1970) #doi:10.1103/PhysRevC.2.2134 (T,ROMERO,1970)
# REACTION:      (1-H-2(N,EL)1-H-2,,DA)
# COMMON:
#   EN=46.3  [MEV]
#   MONIT=184.1  [MB]
#   MONIT-ERR=1.8  [MB]
#   =nan  []
# DATA columns: ANG-CM[ADEG]	DATA-CM[MB/SR]	DATA-ERR[MB/SR]	[]	[]	[]
6.970000e+01	9.800000e+00	8.000000e-01	NaN	NaN
7.970000e+01	7.400000e+00	5.000000e-01	NaN	NaN
8.970000e+01	3.600000e+00	2.000000e-01	NaN	NaN
9.970000e+01	2.600000e+00	2.000000e-01	NaN	NaN
1.097000e+02	1.900000e+00	2.000000e-01	NaN	NaN
1.197000e+02	1.400000e+00	2.000000e-01	NaN	NaN
1.298000e+02	8.800000e-01	1.600000e-01	NaN	NaN
1.398000e+02	1.500000e+00	2.000000e-01	NaN	NaN
1.498000e+02	3.000000e+00	2.000000e-01	NaN	NaN
1.599000e+02	6.600000e+00	4.000000e-01	NaN	NaN
1.700000e+02	1.190000e+01	8.000000e-01	NaN	NaN
