# EXFOR entry:   10135
# SUBENT:        10135002
# TITLE:         Elastic scattering of 36.0- and 46.3-MeV neutrons from deuterium
# AUTHORS:       (J.L.Romero,J.A.Jungerman,F.P.Brady,W.J.Knox, Y.Ishizaki)
# REFERENCE:     (J,PR/C,2,2134,1970) #doi:10.1103/PhysRevC.2.2134 (T,ROMERO,1970)
# REACTION:      (1-H-2(N,EL)1-H-2,,DA)
# COMMON:
#   EN=36.0  [MEV]
#   MONIT=248.4  [MB]
#   MONIT-ERR=2.5  [MB]
#   =nan  []
# DATA columns: ANG-CM[ADEG]	DATA-CM[MB/SR]	DATA-ERR[MB/SR]	[]	[]	[]
8.420000e+01	8.100000e+00	7.000000e-01	NaN	NaN
8.920000e+01	8.400000e+00	1.000000e+00	NaN	NaN
9.430000e+01	6.100000e+00	5.000000e-01	NaN	NaN
9.930000e+01	5.500000e+00	5.000000e-01	NaN	NaN
1.044000e+02	3.200000e+00	3.000000e-01	NaN	NaN
1.095000e+02	3.100000e+00	3.000000e-01	NaN	NaN
1.195000e+02	1.600000e+00	1.000000e-01	NaN	NaN
1.245000e+02	1.300000e+00	1.000000e-01	NaN	NaN
1.296000e+02	1.400000e+00	2.000000e-01	NaN	NaN
1.326000e+02	1.100000e+00	1.000000e-01	NaN	NaN
1.397000e+02	2.400000e+00	2.000000e-01	NaN	NaN
1.447000e+02	3.600000e+00	3.000000e-01	NaN	NaN
1.498000e+02	7.600000e+00	6.000000e-01	NaN	NaN
1.528000e+02	6.700000e+00	4.000000e-01	NaN	NaN
1.598000e+02	1.480000e+01	9.000000e-01	NaN	NaN
1.699000e+02	2.010000e+01	1.700000e+00	NaN	NaN
